x,y,z,name,state
7.28,8.58,54.86,i_036.JPG,1
10.32,8.58,55.04,i_037.JPG,1
13.2,8.68,55.07,i_038.JPG,1
15.7,9.18,61.29,i_039.JPG,0
17.21,9.08,61.93,i_040.JPG,0
19.28,9.08,62.11,i_041.JPG,0
21.08,9.08,63.08,i_042.JPG,0
23.97,8.88,61.98,i_043.JPG,0
31.26,8.18,55.97,i_044.JPG,1
31.26,5.78,55.97,i_045.JPG,1
23.56,7.38,62.61,i_046.JPG,0
20.94,7.68,62.92,i_047.JPG,0
21.2,6.48,55.43,i_048.JPG,0
17.21,7.68,61.93,i_049.JPG,0
14.87,7.88,62.56,i_050.JPG,0
13.07,6.78,54.91,i_051.JPG,1
10.18,6.68,54.88,i_052.JPG,1
7.14,6.58,54.7,i_053.JPG,1
4.12,6.38,54.53,i_054.JPG,1
-1.55,5.58,51.3,i_055.JPG,0
3.3,5.38,60.26,i_056.JPG,0
7.16,6.48,63.63,i_057.JPG,0
9.23,6.58,63.8,i_058.JPG,0
11.02,6.48,62.53,i_059.JPG,1
12.38,4.68,55.22,i_060.JPG,0
14.87,6.48,62.56,i_061.JPG,0
18.3,4.68,55.41,i_062.JPG,0
21.2,4.48,55.43,i_063.JPG,0
21.08,6.18,63.08,i_064.JPG,0
23,5.88,63.09,i_065.JPG,0
31.26,3.28,55.97,i_066.JPG,0
25.9,3.68,63.11,i_067.JPG,0
23,4.28,63.09,i_068.JPG,0
20.94,4.68,62.92,i_069.JPG,0
19.82,3.68,59.4,i_070.JPG,0
17.76,2.58,55.89,i_071.JPG,0
14.74,4.98,62.4,i_072.JPG,0
12.25,3.28,57.28,i_073.JPG,0
11.3,5.48,63.97,i_074.JPG,0
9.37,5.68,65.07,i_075.JPG,0
7.58,5.48,65.22,i_076.JPG,0
2.75,3.48,60.73,i_077.JPG,0
1.92,1.58,60.89,i_078.JPG,0
7.72,4.68,66.49,i_079.JPG,0
9.23,4.68,66.03,i_080.JPG,0
10.88,4.28,64.61,i_081.JPG,0
12.25,2.28,59.52,i_082.JPG,0
14.6,3.38,62.24,i_083.JPG,0
17.21,1.78,58.59,i_084.JPG,0
18.32,3.48,63.22,i_085.JPG,0
20.94,3.08,62.92,i_086.JPG,0
23,2.48,63.09,i_087.JPG,0
25.49,2.28,63.74,i_088.JPG,0
24.94,0.48,64.22,i_089.JPG,0
22.86,0.48,62.93,i_090.JPG,0
20.24,1.38,63.23,i_091.JPG,0
18.05,1.58,62.9,i_092.JPG,0
16.11,0.68,60.66,i_093.JPG,0
14.32,-0.02,58.57,i_094.JPG,0
11.84,0.78,60.15,i_095.JPG,0
10.06,2.88,64.76,i_096.JPG,0
8.82,3.58,66.66,i_097.JPG,0
7.16,3.48,66.97,i_098.JPG,0
2.48,0.88,63.76,i_099.JPG,0
